PHI-base accession no	PHI-base accession	Obsolete PHI accession	DB_Type	Accession	Obsolete EMBL accession	Locus ID	AA sequence #no EMBL#	NT sequence #no EMBL#	Associated strain	Gene name	Genome location	Multiple mutation	Pathogen NCBI Taxonomy ID	Pathogen species	Strain	Disease name	Monocot/Dicot plant	Host NCBI Taxonomy ID	Experimental host	Function	GO annotation	Database	Pathway	Phenotype of mutant	Mating defect prior to penetration	Pre-penetration defect	Penetration defect	Post-penetration defect	Vegetative spores	Sexual spores	In vitro growth	Spore germination	Essential gene (Lethal knockout)	Inducer	CAS	Host target	Host response	Experimental evidence	Species Expert	Entered by	Manual (M) or textmining (T)	Literature ID	Literature source	DOI	Full citation	Author email	Comments	Reference	Year published
	PHI:1044		Uniprot	F9X6J7		0	0	0	IPO323	MgTpk2	0	0	336722	Zymoseptoria triticii (related: Mycosphaerella graminicola)	336722	IPO323	Septoria leaf blotch	Monocot	Wheat	Protein kinase A subunit c	0	0	0	Reduced virulence	0	No	No	No	Defective	0	Slightly reduced until 48h	wildtype	0	0	0	0	0	gene disruption	0	SD		0	Not in PubMed	10.1111/J.1364-3703.2006.00361x	Mehrabi et al. (2006) MOLECULAR PLANT PATHOLOGY 7 (6) 565 - 577	gert.kema@wur.nl	0	Mehrabi et al. 	2006
	PHI:1045		Uniprot	F9WW98		0	0	0	IPO323	MgBcy1	0	0	336722	Zymoseptoria triticii (related: Mycosphaerella graminicola)	336722	IPO323	Septoria leaf blotch	Monocot	Wheat	Protein kinase A subunit r	0	0	0	Reduced virulence	0	No	No	No	Defective	0	Slightly reduced until 48h	wildtype	0	0	0	0	0	gene disruption	0	SD		0	Not in PubMed	10.1111/J.1364-3703.2006.00361x	Mehrabi et al. (2006) MOLECULAR PLANT PATHOLOGY 7 (6) 565 - 577	gert.kema@wur.nl	0	Mehrabi et al. 	2006
	PHI:1046		Uniprot	A0ST43		ABK64182	0	0	0	CTB5	0	0	29003	Cercospora nicotianae	29003	ATCC18366	Frog-eye leafspot	Dicot	Tobacco	oxidoreductase	0	0	Cercosporin biosynthesis	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	SD		17660442	PubMed	10.1099/mic.0.2007/007294-0	0	krchung@ufl.edu	Pathogenicity tested on detached leaves, blocked in cercosporin biosynthesis	Chen et al.	2007
	PHI:1047		Uniprot	A0ST44		ABK64183	0	0	0	CTB6	0	0	29003	Cercospora nicotianae	29003	ATCC18366	Frog-eye leafspot	Dicot	Tobacco	oxidoreductase	0	0	Cercosporin biosynthesis	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	SD		17660442	PubMed	10.1099/mic.0.2007/007294-0	0	krchung@ufl.edu	Pathogenicity tested on detached leaves, blocked in cercosporin biosynthesis	Chen et al.	2007
	PHI:1048		Uniprot	A0ST45		ABK64184	0	0	0	CTB7	0	0	29003	Cercospora nicotianae	29003	ATCC18366	Frog-eye leafspot	Dicot	Tobacco	oxidoreductase	0	0	Cercosporin biosynthesis	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	SD		17660442	PubMed	10.1099/mic.0.2007/007294-0	0	krchung@ufl.edu	Pathogenicity tested on detached leaves, blocked in cercosporin biosynthesis	Chen et al.	2007
	PHI:1049		Uniprot	A0ST41		ABK64180	0	0	0	CTB2	0	0	29003	Cercospora nicotianae	29003	ATCC18366	Frog-eye leafspot	Dicot	Tobacco	methyltransferase	0	0	Cercosporin biosynthesis	Reduced virulence	0	0	0	0	0	0	Slightly faster	0	0	0	0	0	0	gene deletion; complementation	0	SD		17462021	PubMed	10.1111/j.1365-2958.2007.05689.x	0	krchung@ufl.edu	Pathogenicity tested on detached leaves, blocked in cercosporin biosynthesis	Chen et al.	2007
	PHI:1050		Uniprot	A0ST46		ABK64185	0	0	0	CTB8	0	0	29003	Cercospora nicotianae	29003	ATCC18366	Frog-eye leafspot	Dicot	Tobacco	transcriptional activator	0	0	Cercosporin biosynthesis	Reduced virulence	0	0	0	0	0	0	Slightly faster	0	0	0	0	0	0	gene deletion; complementation	0	SD		17462021	PubMed	10.1111/j.1365-2958.2007.05689.x	0	krchung@ufl.edu	Pathogenicity tested on detached leaves, blocked in cercosporin biosynthesis	Chen et al.	2007
	PHI:1051		Uniprot	Q2I0M6		ABC79591	0	0	0	CTB3	0	0	29003	Cercospora nicotianae	29003	ATCC18366	Frog-eye leafspot	Dicot	Tobacco	dual methyltransferase and FAD-dependent monooxygenase	0	0	Cercosporin biosynthesis	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	SD		17074519	PubMed	10.1016/j.fgb.2006.08.005	0	krchung@ufl.edu	Pathogenicity tested on detached leaves, blocked in cercosporin biosynthesis	Dekkers et al.	2007
	PHI:1052		Uniprot	B2CG58		ACB38886	0	0	0	PHL1	0	0	135779	Cercospora zeae-maydis	135779	SCOH1-5	Maize grey leaf spot	Monocot	Maize	cryptochrome/6-4 photolyase	0	0	DNA repair	Unaffected pathogenicity	0	No	No	No	Five times more conidia than wt produced in constant darkness	0	0	0	0	0	0	0	0	gene disruption	0	SD		18682297	PubMed	10.1016/j.fgb.2008.07.005	0	larry.dunkle@ars.usda.gov	Reduced cercosporin biosynthesis, reduced recovery after UV irradiation	Bluhm and Dunkle	2008
	PHI:1053		0	0		AY7000094	0	0	0	AbNIK1	0	0	29001	Alternaria brassicicola	29001	Alleles of 12 isolates, inlcuding Abra41	Black spot	Dicot	Raphanus sativus	Group III histidine kinase	0	0	osmosensitivity pathway; sensitivity to dicarboximide fungicides	Dicarboximide resistant isolate unaffected pathogenicity in single inoculation, but less aggressive in mixed inoculation with wildtype	0	0	0	0	wildtype	0	unaffected	unaffected	0	0	0	0	radical length reduced by all isolates	sequence analysis of sensitive and resistant strains	0	SD		0	Not in PubMed	10.1111/j.1365-3059.2008.01864.x	Iacomi-Vasilescu et al. (2008) Plant Pathology, 57, 937 - 947	simoneau@univ-angers.fr	Field and laboratory isolates characterised for sensitivity to dicarboximide fungicides in Avenot et al. 2005, Current Genetics,47, 234 - 243	Iacomi-Vasilescu et al. 	2008
	PHI:1054		Uniprot	Q8TFN6		AAL23717	0	0	0	CgCHSI	0	0	31870	Colletotrichum graminicola	31870	M2	Maize leaf anthracnose / stalk rot	Monocot	Maize	Chitin synthase class I	0	0	Chitin biosynthesis	Unaffected pathogenicity	0	0	0	0	wildtype	0	0	0	0	0	0	0	0	gene disruption	0	SD		17990963	PubMed	10.1094/MPMI-20-12-1555	0	holger.deising@landw.uni-halle.de	0	Werner et al. 	2007
	PHI:1055		Uniprot	Q8TFN5		AAL23718	0	0	0	CgCHSIII	0	0	31870	Colletotrichum graminicola	31870	M2	Maize leaf anthracnose / stalk rot	Monocot	Maize	Chitin synthase class III	0	0	Chitin biosynthesis	Unaffected pathogenicity	0	0	0	0	wildtype	0	unaffected	0	0	0	0	0	0	gene disruption	0	SD		17990963	PubMed	10.1094/MPMI-20-12-1555	0	holger.deising@landw.uni-halle.de	0	Werner et al. 	2007
	PHI:1056		Uniprot	Q8TFN4		AAL23719	0	0	0	CgCHSV	0	0	31870	Colletotrichum graminicola	31870	M2	Maize leaf anthracnose / stalk rot	Monocot	Maize	Chitin synthase class V	0	0	Chitin biosynthesis	Reduced virulence	0	Yes	Yes	Yes	Altered morphology	0	Altered morphology	0	0	0	0	0	0	gene disruption	0	SD		17990963	PubMed	10.1094/MPMI-20-12-1555	0	holger.deising@landw.uni-halle.de	0	Werner et al. 	2007
	PHI:1057		Uniprot	A5HF03		ABP98949	0	0	Guy11	MTP1	0	0	318829	Magnaporthe oryzae	0	Guy-11	Rice blast	Monocot	Rice	Type II integral membrane protein	0	0	0	Unaffected pathogenicity	0	Yes	0	0	reduced	0	0	Delayed	0	0	0	0	0	gene deletion; complementation	0	ND		18600780	PubMed	0	0	jplu@zju.edu.cn; fuchenglin@zju.edu.cn	0	Lu et al.	2008
	PHI:1057		Uniprot	A5HF03		ABP98949	0	0	Guy11	MTP1	0	0	318829	Magnaporthe oryzae	0	Guy-11	Rice blast	Monocot	Barley	Type II integral membrane protein	0	0	0	Unaffected pathogenicity	0	Yes	0	0	reduced	0	0	Delayed	0	0	0	0	0	gene deletion; complementation	0	ND		18600780	PubMed	0	0	jplu@zju.edu.cn; fuchenglin@zju.edu.cn	0	Lu et al.	2008
	PHI:1058		Uniprot	Q1HGK2		ABF48563	0	0	70-15	MoSNF1	0	0	318829	Magnaporthe oryzae	0	70-15	Rice blast	Monocot	Rice	MoSNF1 protein	0	0	0	Reduced virulence	0	yes	0	0	reduced and abnormally shaped	0	0	Impaired	0	0	0	0	0	gene deletion; complementation	0	ND		18595748	PubMed	0	0	0	reduced growth on various carbon sources independent of glucose	Yi et al.	2008
	PHI:1061		Uniprot	A0SXQ6		ABK60346	0	0	70-15	MgRho3	0	0	318829	Magnaporthe oryzae	0	70-15	Rice blast	Monocot	Rice	encode a homolog of Rho GTPases	0	0	0	Loss of pathogenicity 	0	yes	0	0	more slender	0	0	delayed	0	0	0	0	0	gene deletion	0	ND		17933908	PubMed	0	0	zonghuaw@163.com ; lgd@fjau.edu.cn	0	Zheng et al.	2007
	PHI:1063		Uniprot	Q2Q466		ABB30152	0	0	Guy11	MNH6	0	0	318829	Magnaporthe oryzae	0	Guy-11	Rice blast	Monocot	Rice	nonhistone protein containing an HMG1 box	0	0	0	Reduced virulence	0	yes	yes	0	more slender	0	0	0	0	0	0	0	0	gene deletion; complementation	0	ND		17644013	PubMed	0	0	0	0	Lu et al.	2007
	PHI:1063		Uniprot	Q2Q466		ABB30152	0	0	Guy11	MNH6	0	0	318829	Magnaporthe oryzae	0	Guy-11	Rice blast	Monocot	Barley	nonhistone protein containing an HMG1 box	0	0	0	Reduced virulence	0	yes	yes	0	more slender	0	0	0	0	0	0	0	0	gene deletion; complementation	0	ND		17644013	PubMed	0	0	0	0	Lu et al.	2007
	PHI:1064		Uniprot	Q875L7		AAN46744	0	0	Guy11	TPS1	0	0	318829	Magnaporthe oryzae	0	Guy-11	Rice blast	Monocot	Rice	controls expressionn of nitrogen metabolite repressor gene NMR1	0	0	0	Loss of pathogenicity 	0	yes	0	0	very poorly	0	0	affected	0	0	0	0	0	gene deletion	0	ND		17641690	PubMed	0	0	N.J.Talbot@exeter.ac.uk	mutants is not able to grow on glucose as a sole carbon source is due to a role for Tps1 in the control of NADPH levels.	Wilson et al.	2007
	PHI:1070		Uniprot	A9YDN6		ABX79379	0	0	0	MIG1	0	0	318829	Magnaporthe oryzae	0	70-15	Rice blast	Monocot	Rice	encodes a MADS-box transcription factor	0	0	0	Loss of pathogenicity 	0	0	0	yes	0	0	0	0	0	0	0	0	0	gene deletion	0	ND		18344407	PubMed	0	0	jinrong@purdue.edu	MIG1 may function downstream from MPS1 to regulate genes required for overcoming plant defense responses	Mehrabi et al	2008
	PHI:1071		Uniprot	Q705V7		CAF05793	0	0	0	Gas1	0	0	5270	Ustilago maydis	5270	CL13	Corn smut	Monocot	Maize	encoding an endoplasmic reticulum glucosidase 2	0	0	0	Loss of pathogenicity 	0	0	0	yes	0	0	0	0	0	0	0	0	0	gene deletion	0	ND		16272431	PubMed	0	0	kahmann@staff.uni-marburg.de	0	Schirawski et al	2005
	PHI:1072		Uniprot	C5MK57		ACR82519	0	0	IPO323	STE7	0	0	336722	Zymoseptoria triticii (related: Mycosphaerella graminicola)	336722	IPO323	Septoria leaf blotch	Monocot	Wheat	MAP kinase kinase	0	0	Signal transduction	Loss of pathogenicity 	0	only yeast-like growth, no filament formation	does not go through stomata	0	defective	0	altered hyphal morphology	0	0	0	0	0	0	gene deletion; complementation	0	MU; RM		19520179	Pubmed	10.1016/j.fgb.2009.06.001	0	foster@ibwf.de	0	Kramer et al.	2009
	PHI:1073		Uniprot	C6KEF4		ACS91346      	0	0	IPO323	STE11	0	0	336722	Zymoseptoria triticii (related: Mycosphaerella graminicola)	336722	IPO323	Septoria leaf blotch	Monocot	Wheat	MAP kinase kinase kinase	0	0	Signal transduction	Loss of pathogenicity 	0	only yeast-like growth, no filament formation	does not go through stomata	0	defective	0	altered hyphal morphology	0	0	0	0	0	0	gene deletion; complementation	0	MU; RM		19520179	Pubmed	10.1016/j.fgb.2009.06.001	0	foster@ibwf.de	0	Kramer et al.	2009
	PHI:1074		Uniprot	C6K2F1		ACS34772  	0	0	IPO323	STE50	0	0	336722	Zymoseptoria triticii (related: Mycosphaerella graminicola)	336722	IPO323	Septoria leaf blotch	Monocot	Wheat	MAP kinase scaffolding protein	0	0	Signal transduction	Reduced virulence	0	50% filamentous growth with aggregation	reduced stomatal invasion	reduced lesion formation only in 2% of cases	defective	0	altered hyphal morphology	0	0	0	0	0	0	gene deletion; complementation	0	MU; RM		19520179	Pubmed	10.1016/j.fgb.2009.06.001	0	foster@ibwf.de	0	Kramer et al.	2009
	PHI:1075		Uniprot	C5J0G7		ACS29558     	0	0	IPO323	STE12	0	0	336722	Zymoseptoria triticii (related: Mycosphaerella graminicola)	336722	IPO323	Septoria leaf blotch	Monocot	Wheat	Transcription factor	0	0	Signal transduction	Reduced virulence	0	wild type	wild-type	wild-type, delayed by 5 days	wild type	0	wild type	0	0	0	0	0	0	gene deletion; complementation	0	MU; RM		19520179	Pubmed	10.1016/j.fgb.2009.06.001	0	foster@ibwf.de	delayed pathogenicity; fully pathogenic at the end	Kramer et al.	2009
	PHI:1076		Uniprot	C6KEF5		ACS91347  	0	0	IPO323	STE20	0	0	336722	Zymoseptoria triticii (related: Mycosphaerella graminicola)	336722	IPO323	Septoria leaf blotch	Monocot	Wheat	0	0	0	Signal transduction	Unaffected pathogenicity	0	wild type	wild-type	wild type	wild type	0	wild type	0	0	0	0	0	0	gene deletion; complementation	0	MU; RM		19520179	Pubmed	10.1016/j.fgb.2009.06.001	0	foster@ibwf.de	budds on minimal medium, while wild type growth filamentous	Kramer et al.	2009
	PHI:1078		Uniprot	I1RRG0		FGSG_06680	0	0	0	Mes1	0	0	5518	Gibberella zeae (related: Fusarium graminearum)	229533	PH-1	Fusarium ear blight	Monocot	Wheat	Homologue of Aspergillus nidulans MesA	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	Reduced, altered morphology	Reduced	Slightly reduced	Aberrant	0	0	0	0	0	gene deletion; complementation	0	AB; AC		18339563	PubMed	10.1016/j.fgb.2008.01.007 	Rittenour and Harris (2008) Fungal Genetics and Biology 45(6): 933-946	sharri1@unlnotes.unl.edu	Conidia shorter and wider than wild type	Rittenour and Harris	2008
	PHI:1079		Uniprot	I1RWL9		FGSG_08695	0	0	0	Pls1	0	0	5518	Gibberella zeae (related: Fusarium graminearum)	229533	PH-1	Fusarium ear blight	Monocot	Wheat	Tetraspanin	0	0	0	Unaffected pathogenicity	0	0	0	0	0	0	0	0	0	0	0	0	0	gene deletion	0	AB; AC		18339563	PubMed	10.1016/j.fgb.2008.01.007 	Rittenour and Harris (2008) Fungal Genetics and Biology 45(6): 933-946	sharri1@unlnotes.unl.edu	0	Rittenour and Harris	2008
	PHI:1080		Uniprot	I1RCP1		FG01364	0	0	0	Cch1	0	0	5518	Gibberella zeae (related: Fusarium graminearum)	229533	PH-1	Fusarium ear blight	Monocot	Wheat	Putative voltage-gated calcium ion channel	0	0	0	Unaffected pathogenicity	0	0	0	0	0	No forcible discharge	Slowed	0	0	0	0	0	0	gene deletion; complementation	0	AB		18083828	PubMed	10.1128/EC.00248-07	0	trail@msu.edu	Sexual development slowed	Hallen and Trail	2008
	PHI:1080		Uniprot	I1RCP1		FG01364	0	0	0	Cch1	0	PHI:2350	5518	Gibberella zeae (related: Fusarium graminearum)	229533	PH-1	Fusarium ear blight	Monocot	Wheat	Putative voltage-gated calcium ion channel	0	0	0	Unaffected pathogenicity	0	0	0	0	0	No forcible discharge	Slowed	0	0	0	0	0	0	gene deletion; complementation	0	AB		18083828	PubMed	10.1128/EC.00248-07	0	trail@msu.edu	Sexual development slowed	Hallen and Trail	2008
	PHI:1081		Uniprot	Q0TVA4		SNOG_16571	0	0	0	ToxA	0	0	13684	Stagonospora nodorum (related: Phaeosphaeria nodorum)	13684	SN15, Sn2000	Glume blotch	Monocot	Wheat	Toxin	GO:0009405, IMP	GO	0	Loss of pathogenicity 	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	RO	AB; AC		0	WoS	10.1038/ng1839	Friesen et al. (2006) Nature Genetics 38:953-956	roliver@murdoch.edu.au	Tested on Tsn1 wheat	Friesen et al.	2006
	PHI:1082		Uniprot	Q00LS5		ABD59786	0	0	0	CpkA	0	0	13684	Stagonospora nodorum (related: Phaeosphaeria nodorum)	13684	SN15	Glume blotch	Monocot	Wheat	Calcium/calmodulin-dependent kinase	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	Reduced on complex media, none on minimal media	Slightly reduced	0	0	0	0	0	0	gene disruption	RO	AB; AC		17020577	PubMed	10.1111/j.1365-2958.2006.05380.x	Solomon et al. (2006) Mol Microbiol. 62(2):367-81	psolomon@murdoch.edu.au	Not required for lesion development but required for sporulation after infection	Solomon et al.	2006
	PHI:1083		Uniprot	A9Z1V6		ABD59787	0	0	0	CpkB	0	0	13684	Stagonospora nodorum (related: Phaeosphaeria nodorum)	13684	SN15	Glume blotch	Monocot	Wheat	Calcium/calmodulin-dependent kinase	0	0	0	Unaffected pathogenicity	0	0	0	0	0	0	Unaffected	0	0	0	0	0	0	gene deletion	RO	AB; AC		17020577	PubMed	10.1111/j.1365-2958.2006.05380.x	Solomon et al. (2006) Mol Microbiol. 62(2):367-81	psolomon@murdoch.edu.au	0	Solomon et al.	2006
	PHI:1084		Uniprot	Q0UGB6		SNOG_09198	0	0	0	CpkC	0	0	13684	Stagonospora nodorum (related: Phaeosphaeria nodorum)	13684	SN15	Glume blotch	Monocot	Wheat	Calcium/calmodulin-dependent kinase	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene deletion	RO	AB; AC		17020577	PubMed	10.1111/j.1365-2958.2006.05380.x	Solomon et al. (2006) Mol Microbiol. 62(2):367-81	psolomon@murdoch.edu.au	Delayed lesion development and sporulation during infection. Unaffected during growth in planta.	Solomon et al.	2006
	PHI:1085		Uniprot	Q6Y392		AAO31597	0	0	0	Ptr2	0	0	13684	Stagonospora nodorum (related: Phaeosphaeria nodorum)	13684	SN15	Glume blotch	Monocot	Wheat	Di/tripeptide transporter	0	0	0	Unaffected pathogenicity	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	RO	AB; AC		0	Not in PubMed	10.1016/j.pmpp.2003.12.003	Solomon et al (2004) Physiol. Mol. Plant Pathology 63, 191-199	roliver@central.murdoch.edu.au	0	Solomon et al.	2003
	PHI:1086		Uniprot	I1RA89		FGSG_00416	0	0	0	FGSG_00416	0	0	5518	Gibberella zeae (related: Fusarium graminearum)	229533	Fg820	Fusarium ear blight	Monocot	Wheat	Putative Major Facilitator Superfamily	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	Unaffected	Unaffected	0	0	0	0	0	0	gene disruption	0	AB; AC		18926918	PubMed	10.1016/j.fgb.2008.09.004 	Dufresne et al. (2008) Fungal Genetics and Biology 45(12): 1552-1561	marie.dufresne@igmors.u-psud.fr	Transposon insertion is 5' of ORF start	Dufresne et al.	2008
	PHI:1087		Uniprot	I1RKU0		FGSG_04510	0	0	0	FGSG_04510	0	0	5518	Gibberella zeae (related: Fusarium graminearum)	229533	Fg820	Fusarium ear blight	Monocot	Wheat	Unknown	0	0	0	Unaffected pathogenicity	0	0	0	0	0	Perithecial initials only	Unaffected	0	0	0	0	0	0	gene disruption	0	AB; AC		18926918	PubMed	10.1016/j.fgb.2008.09.004 	Dufresne et al. (2008) Fungal Genetics and Biology 45(12): 1552-1561	marie.dufresne@igmors.u-psud.fr	Transposon insertion is in ORF	Dufresne et al.	2008
	PHI:1088		Uniprot	I1RZC6		FGSG_09759	0	0	0	FGSG_09759	0	0	5518	Gibberella zeae (related: Fusarium graminearum)	229533	Fg820	Fusarium ear blight	Monocot	Wheat	Putative cation efflux family	0	0	0	Unaffected pathogenicity	0	0	0	0	0	Few	Unaffected	0	0	0	0	0	0	gene disruption	0	AB; AC		18926918	PubMed	10.1016/j.fgb.2008.09.004 	Dufresne et al. (2008) Fungal Genetics and Biology 45(12): 1552-1561	marie.dufresne@igmors.u-psud.fr	Transposon insertion is 3' of ORF end	Dufresne et al.	2008
	PHI:1089		Uniprot	I1RFR2		FGSG_02549	0	0	0	FGSG_02549	0	0	5518	Gibberella zeae (related: Fusarium graminearum)	229533	Fg820	Fusarium ear blight	Monocot	Wheat	Putative phosphoglycerate mutase family	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	Unaffected	Unaffected	0	0	0	0	0	0	gene disruption	0	AB; AC		18926918	PubMed	10.1016/j.fgb.2008.09.004 	Dufresne et al. (2008) Fungal Genetics and Biology 45(12): 1552-1561	marie.dufresne@igmors.u-psud.fr	Transposon insertion is 5' of ORF start	Dufresne et al.	2008
	PHI:1090		Uniprot	I1S042		FGSG_10057	0	0	0	FGSG_10057	0	0	5518	Gibberella zeae (related: Fusarium graminearum)	229533	Fg820	Fusarium ear blight	Monocot	Wheat	Unknown	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	Unaffected	Reduced	0	0	0	0	0	0	gene disruption; complementation	0	AB; AC		18926918	PubMed	10.1016/j.fgb.2008.09.004 	Dufresne et al. (2008) Fungal Genetics and Biology 45(12): 1552-1561	marie.dufresne@igmors.u-psud.fr	Transposon insertion is in ORF	Dufresne et al.	2008
	PHI:1091		Uniprot	I1RWQ7		FGSG_08737	0	0	0	FGSG_08737	0	0	5518	Gibberella zeae (related: Fusarium graminearum)	229533	Fg820	Fusarium ear blight	Monocot	Wheat	Unknown	0	0	0	Unaffected pathogenicity	0	0	0	0	0	Few	Unaffected	0	0	0	0	0	0	gene disruption	0	AB; AC		18926918	PubMed	10.1016/j.fgb.2008.09.004 	Dufresne et al. (2008) Fungal Genetics and Biology 45(12): 1552-1561	marie.dufresne@igmors.u-psud.fr	Transposon insertion is 3' of ORF end	Dufresne et al.	2008
	PHI:1092		Uniprot	I1S7D0		FGSG_12753	0	0	0	FGSG_12753	0	0	5518	Gibberella zeae (related: Fusarium graminearum)	229533	Fg820	Fusarium ear blight	Monocot	Wheat	Unknown	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	Unaffected	Unaffected	0	0	0	0	0	0	gene disruption	0	AB; AC		18926918	PubMed	10.1016/j.fgb.2008.09.004 	Dufresne et al. (2008) Fungal Genetics and Biology 45(12): 1552-1561	marie.dufresne@igmors.u-psud.fr	Transposon insertion is 3' of ORF end	Dufresne et al.	2008
	PHI:1093		Uniprot	I1REI8		FGSG_02077	0	0	0	FGSG_02077	0	0	5518	Gibberella zeae (related: Fusarium graminearum)	229533	Fg820	Fusarium ear blight	Monocot	Wheat	Unknown	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	Unaffected	Unaffected	0	0	0	0	0	0	gene disruption	0	AB; AC		18926918	PubMed	10.1016/j.fgb.2008.09.004 	Dufresne et al. (2008) Fungal Genetics and Biology 45(12): 1552-1561	marie.dufresne@igmors.u-psud.fr	Transposon insertion is 5' of ORF start	Dufresne et al.	2008
	PHI:1094		Uniprot	I1RL30		FGSG_04610	0	0	0	FGSG_04610	0	0	5518	Gibberella zeae (related: Fusarium graminearum)	229533	Fg820	Fusarium ear blight	Monocot	Wheat	Similar to maltose permease	0	0	0	Unaffected pathogenicity	0	0	0	0	0	Perithecial initials only	Unaffected	0	0	0	0	0	0	gene disruption	0	AB; AC		18926918	PubMed	10.1016/j.fgb.2008.09.004 	Dufresne et al. (2008) Fungal Genetics and Biology 45(12): 1552-1561	marie.dufresne@igmors.u-psud.fr	Transposon insertion is 5' of ORF start	Dufresne et al.	2008
	PHI:1095		Uniprot	I1RZQ3		FGSG_09905	0	0	0	FGSG_09905	0	0	5518	Gibberella zeae (related: Fusarium graminearum)	229533	Fg820	Fusarium ear blight	Monocot	Wheat	Unknown	0	0	0	Unaffected pathogenicity	0	0	0	0	0	Perithecial initials only	Unaffected	0	0	0	0	0	0	gene disruption	0	AB; AC		18926918	PubMed	10.1016/j.fgb.2008.09.004 	Dufresne et al. (2008) Fungal Genetics and Biology 45(12): 1552-1561	marie.dufresne@igmors.u-psud.fr	Transposon insertion is 5' of ORF start	Dufresne et al.	2008
	PHI:1096		Uniprot	I1RSE4		FGSG_07062	0	0	0	FGSG_07062	0	0	5518	Gibberella zeae (related: Fusarium graminearum)	229533	Fg820	Fusarium ear blight	Monocot	Wheat	Unknown	0	0	0	Unaffected pathogenicity	0	0	0	0	0	None	Unaffected	0	0	0	0	0	0	gene disruption	0	AB; AC		18926918	PubMed	10.1016/j.fgb.2008.09.004 	Dufresne et al. (2008) Fungal Genetics and Biology 45(12): 1552-1561	marie.dufresne@igmors.u-psud.fr	Transposon insertion is 5' of ORF start	Dufresne et al.	2008
	PHI:1097		Uniprot	I1RE92		FGSG_01974	0	0	0	FGSG_01974	0	0	5518	Gibberella zeae (related: Fusarium graminearum)	229533	Fg820	Fusarium ear blight	Monocot	Wheat	Similar to HET-C2 glycolipid transfer protein	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	None	Unaffected	0	0	0	0	0	0	gene disruption; complementation	0	AB; AC		18926918	PubMed	10.1016/j.fgb.2008.09.004 	Dufresne et al. (2008) Fungal Genetics and Biology 45(12): 1552-1561	marie.dufresne@igmors.u-psud.fr	Transposon insertion is 5' of ORF start	Dufresne et al.	2008
	PHI:1098		Uniprot	I1S5A1		FGSG_12019	0	0	0	FGSG_12019	0	0	5518	Gibberella zeae (related: Fusarium graminearum)	229533	Fg820	Fusarium ear blight	Monocot	Wheat	Unknown	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	Unaffected	Unaffected	0	0	0	0	0	0	gene disruption	0	AB; AC		18926918	PubMed	10.1016/j.fgb.2008.09.004 	Dufresne et al. (2008) Fungal Genetics and Biology 45(12): 1552-1561	marie.dufresne@igmors.u-psud.fr	Transposon insertion is 5' of ORF start	Dufresne et al.	2008
	PHI:1099		Uniprot	Q32WF7		AAX14688	0	0	0	Mdh1	0	0	13684	Stagonospora nodorum (related: Phaeosphaeria nodorum)	13684	SN15	Glume blotch	Monocot	Wheat	Mannitol 2-dehydrogenase	0	0	0	Unaffected pathogenicity	0	0	0	0	Unaffected	0	Reduced on mannitol	0	0	0	0	0	0	gene disruption	RO	AB; AC		16859492	PubMed	10.1042/BJ20060891	Solomon et al. (2006) Biochem J. 399(2):231-9	psolomon@murdoch.edu.au	Can use mannitol as sole carbon source	Solomon et al.	2006
	PHI:1100		Uniprot	Q32WF7		AAX14688	0	0	0	Mdh1	0	PHI:413	13684	Stagonospora nodorum (related: Phaeosphaeria nodorum)	13684	SN15	Glume blotch	Monocot	Wheat	Mannitol 2-dehydrogenase	0	0	0	Unaffected pathogenicity	0	0	0	0	Requires mannitol addition in vitro and in planta	0	Unable to grow on mannitol	0	0	0	0	0	0	gene disruption	RO	AB; AC		16859492	PubMed	10.1042/BJ20060891	Solomon et al. (2006) Biochem J. 399(2):231-9	psolomon@murdoch.edu.au	Unable to grow on mannitol	Solomon et al.	2006
	PHI:1101		Uniprot	J9MB32		FOXG_00076	0	0	0	FOXG_00076	0	0	5507	Fusarium oxysporum	5507	4287	Vascular wilt	Dicot	Tomato	Putative Zn finger transcription factor	GO:0009405	GO	0	Unaffected pathogenicity	0	0	0	0	0	0	0	0	0	0	0	0	0	gene deletion; complementation	0	AB		19161356	PubMed	0	0	ge1hedic@uco.es	0	Lopez_Berges et al.	2009
